19-07-2021      8.05    8.11    8.04    8.07    8.07    2371400
20-07-2021      8.11    8.22    8       8.21    8.21    2176600
21-07-2021      8.21    8.32    8.17    8.28    8.28    2065300
22-07-2021      8.37    8.47    8.35    8.35    8.35    2010200
23-07-2021      8.5     8.6     8.5     8.55    8.55    1572400
